"Forlag id";"Original tittel";"Internasjonal tittel";"ISBN-prefix"
"20601";"Aschendorff Verlag";"Aschendorff Verlag";"978-3-402"
"20604";"Flinders Press";"Flinders Press";
"20605";"Istituto Papirologico "G. Vitelli"";"Istituto Papirologico "G. Vitelli"";"978-88-87829"
"20606";"Degerler Egitimi Merkezi / Centre for Values Education";"Degerler Egitimi Merkezi / Centre for Values Education";"978-975-978"
"20608";"The Caddis Press";"The Caddis Press";"978-0-9667982"
"20609";"Sociedad Mexicana de Entomología";"Sociedad Mexicana de Entomología";
"20611";"Bulgarian Comparative Education Society";"Bulgarian Comparative Education Society";"978-619-7326"
"20624";"Institut für Volksmusikforschung und Ethnomusikologie, Universität für Musik und darstellende Kunst Wien";"Institut für Volksmusikforschung und Ethnomusikologie, Universität für Musik und darstellende Kunst Wien";"978-3-205"
"20625";"Centre d'Études du XIXe siècle Joseph Sable";"Centre d'Études du XIXe siècle Joseph Sable";
"20635";"Le monnier universita";"Le monnier universita";"978-88-00"
"20638";"Gorbachev-Foundation";"Gorbachev-Foundation";"978-5-86493"
"20639";"Southern African Media Training Trust";"Southern African Media Training Trust";"978-1-919855"
"20640";"UPDATE - Center for journalistisk kompetenceudvikling";"UPDATE - Center for journalistisk kompetenceudvikling";"978-87-90818"
"20646";"Makumira Publications";"Makumira Publications";"978-9987-9126"
"20648";"Logos Verlag Berlin";"Logos Verlag Berlin";"978-3-8325"
"20649";"Hertervig Akademisk";"Hertervig Akademisk";"978-82-8217"
"20650";"Erlanger Verlag für Mission und Ökumene";"Erlanger Verlag für Mission und Ökumene";"978-3-87214"
"20663";"College Publications";"College Publications";"978-1-84890"
"20667";"Eisenbrauns";"Eisenbrauns";"978-1-57506"
"20668";"ArCiBel Editores";"ArCiBel Editores";"978-84-934508"
"20692";"Neukirchener Verlagsgesellschaft";"Neukirchener Verlagsgesellschaft";
"20693";"IST Press";"IST Press";
"20697";"Natural heritage books";"Natural heritage books";
"20698";"Delmar Cengage Learning";"Delmar Cengage Learning";
"20699";"East-West Books Helsinki";"East-West Books Helsinki";
"20700";"Continuous Innovation Network";"Continuous Innovation Network";
"20711";"European Mathematical Society (EMS) Publishing House";"European Mathematical Society (EMS) Publishing House";
"20714";"International Computer Music Association";"International Computer Music Association";
"20715";"Quality Press";"Quality Press";
"20716";"Research Signpost";"Research Signpost";
"20717";"STM Books";"STM Books";
"20722";"Universitatea Babes-Bolyai";"Universitatea Babes-Bolyai";"978-973-0"
"20766";"Academic Publications";"Academic Publications";
"20789";"Nordisk netværk for retorikkens historie";"Nordisk netværk for retorikkens historie";
"20790";"General Egyptian Book Organization";"General Egyptian Book Organization";
"20798";"Éditions Recherches";"Éditions Recherches";
"20800";"Evangelische Verlagsanstalt - Wissenschaft";"Evangelische Verlagsanstalt - Wissenschaft";"978-3-374"
"20801";"Gorgias Press";"Gorgias Press";"978-1-59333"
"20802";"Carabela";"Carabela";
"20803";"Edições Colibri";"Edições Colibri";"978-972-8047"
"20806";"Appelhans-verlag";"Appelhans-verlag";"978-3-937664"
"20807";"Editora da UFSC";"Editora da UFSC";
"20808";"Association for Computational Linguistics";"Association for Computational Linguistics";"978-1-932432, 978-1-937284, 978-1-948087"
"20822";"Munshiram Manoharlal";"Munshiram Manoharlal";"978-81-215"
"20835";"Juul forlag";"Juul forlag";
"20837";"The Institute of Economics, Zagreb";"The Institute of Economics, Zagreb";"978-953"
"20841";"Department of Computer Science, National University of Ireland Maynooth";"Department of Computer Science, National University of Ireland Maynooth";
"20843";"Société de l'Electricité, de l'Electronique et des Technologies de l'Information et de la Communication";"Société de l'Electricité, de l'Electronique et des Technologies de l'Information et de la Communication";"978-2-912328"
"20886";"L'École des hautes études en sciences sociales";"L'École des hautes études en sciences sociales";
"20887";"I-Tech Education and Publishing KG";"I-Tech Education and Publishing KG";
"26881";"Jane Jacobs is still here. Jane Jacobs 100. Her legacy and relevance in the 21st century";"Jane Jacobs is still here. Jane Jacobs 100. Her legacy and relevance in the 21st century";"978-94-6186"
"26882";"Urban form and social context: from traditions to newest demands. 25th ISUF international Conference";"Urban form and social context: from traditions to newest demands. 25th ISUF international Conference";"978-5-7638"
"26883";"Transport and Sustainability";"Transport and Sustainability";"978-1-78635"
"26884";"INTERNATIONAL CONFERENCE ON PRINCIPLES OF KNOWLEDGE REPRESENTATION AND REASONING";"INTERNATIONAL CONFERENCE ON PRINCIPLES OF KNOWLEDGE REPRESENTATION AND REASONING";
"26885";"Wildy, Simmons and Hill Publishing";"Wildy, Simmons and Hill Publishing";"978-085, 978-0-85490"
"26886";"Lehigh University Press";"Lehigh University Press";"978-1-61146"
"26887";"Arc Humanities Press (Arc)";"Arc Humanities Press (Arc)";"978-1-9424"
"26888";"Wydawnictwo Uniwersytetu Śląskiego";"University of Silesia Press";"978-83-226"
"26889";"Languages at the Crossroads: Training, Accreditation and Context of Use";"Languages at the Crossroads: Training, Accreditation and Context of Use";"978-84-9159"
"26890";"Advances in Hospitality & Tourism Marketing and Management (AHTMM) Conference Proceedings";"Advances in Hospitality & Tourism Marketing and Management (AHTMM) Conference Proceedings";"978-0-9964244"
"26891";"Universal Edition";"Universal Edition";"978-3-7024"
"26892";"Nauchno-innovatsionnyj tsentr Krasnojarsk";"Nauchno-innovatsionnyj tsentr Krasnojarsk";"978-5-906314"
"26893";"The British Machine Vision Association (BMVA) Press";"The British Machine Vision Association (BMVA) Press";"978-1-9017, 978-1-901725"
"26894";"ISOCARP (International Society of City and Regional Planners)";"ISOCARP (International Society of City and Regional Planners)";"978-94-90354"
"26895";"Herbert Utz Verlag";"Herbert Utz Verlag";"978-3-8316"
"26896";"Myers Education Press (MEP)";"Myers Education Press (MEP)";"978-1-9755"
"26897";"Wydawnictwo i Pracownia Archeologiczna Profil-Archeo";"Profil-Archeo Publishing House and Archaeological Studio";"978-83-940949"
"26898";"Verlag Ernst und Werner Gieseking";"Verlag Ernst und Werner Gieseking";"978-3-7694"
"26901";"Wolke Verlag";"Wolke Verlag";"978-3-936"
"26903";"International Union for Conservation of Nature (IUCN)";"International Union for Conservation of Nature (IUCN)";"978-2-8317"
"26904";"Christoph Merian Verlag";"Christoph Merian Verlag";"978-3-85616"
"26905";"EADTU Maastricht";"EADTU Maastricht";"978-90-7973"
"26906";"University of Florida Press";"University of Florida Press";"978-1-68340"
"26907";"Editorial Doble J - Gegner Libros";"Editorial Doble J - Gegner Libros";"978-84-96875"
"26908";"Naukowo-Wydawniczy Instytut Badań Bezpieczeństwa i Obronności Wyższej Szkoły Bezpieczeństwa Publicznego i Indywidualnego „Apeiron” w Krakowie";"Research and Publishing Institute of Security and Defence Studies at WSBPI "Apeiron"";"978-83-64035"
"26909";"University Press of Colorado";"University Press of Colorado";"978-1-60732"
"26910";"Viella";"Viella";"978-88-331"
"26911";"Росток";"Rostok";"978-5-94668"
"26912";"Programa EDICE/Stockholms universitet";"ASICE-EDICE Programme";"978-91-974521"
"26913";"Nauka";"Nauka Publishers";"978-5-0203"
"26914";"University of Huddersfield Press";"University of Huddersfield Press";"978-1-86218"
"26915";"Publicaciones Universidad de Alcalá (UAH)";"Publicaciones Universidad de Alcalá (UAH)";"978-84-16978, 978-84-17729"
"26916";"Uten Tittel";"Not Yet Titled Press";"978-82-93502"
"26917";"CLEPUL, Centre de Literaturas e Culturas Lusofonas e Europeias, Faculdade de Letras da Universidade de Lisboa";"Faculty of Letters, University of Lisbon";"978-989-8577"
"26918";"Российская политическая энциклопедия";"Political Encyclopedia Publishers ROSSPEN";"978-5-8243"
"26919";"JAS Arqueología S.L.U.";"JAS Arqueología S.L.U.";"978-84-16725"
"26920";"Büchner Verlag";"Büchner Verlag";"978-3-96317"
"26921";"University of Westminster Press (UWP)";"University of Westminster Press (UWP)";"978-1-85919"
"26922";"Publicacions de l’Abadia de Montserrat";"Publicacions de l’Abadia de Montserrat";"978-84-9191"
"26923";"Vulkan-Verlag GmbH";"Vulkan-Verlag GmbH";"978-3-8356"
"26925";"BoldBooks";"BoldBooks";"978-82-93770"
"26926";"The Archaeological society of Finland";"The Archaeological society of Finland";"978-952-68453"
"26927";"Iwanami Shoten";"Iwanami Publishing";"978-4-00"
"26928";"Riveneuve Editions";"Riveneuve Editions";"978-2-36013"
"26929";"Mesogea";"Mesogea";"978-88-469"
"26930";"Editora Mundos Sociais";"Editora Mundos Sociais";"978-989-8536"
"26931";"אדרה בית הוצאת ספרים אקדמיים";"Idra Press: Academic Publishers of Esoteric Literature";"978-965-90042"
"26932";"Menasseh ben Israel Instituut";"Menasseh ben Israel Institute";"978-90-815860"
"26933";"Figueroa Press";"Figueroa Press";"978-1-932800"
"26934";"Hiersemann Verlag";"Hiersemann Verlag";"978-3-7772"
"26935";"Legenda";"Legenda";"978-1-78188"
"26936";"Scottish History Society";"Scottish History Society";"978-0-906245"
"26937";"Pacific-Credo Publications";"Pacific-Credo Publications";"978-2-9537485"
"26938";"EUT Edizioni Università di Trieste";"EUT Edizioni Università di Trieste";"978-88-5511"
"26939";"Oud Consultancy";"Oud Consultancy";"978-90"
"26940";"Valiz";"Valiz";"978-90-78088"
"26941";"Lexham Press";"Lexham Press";"978-1-68359"
"26942";"Universitätsverlag Hildesheim";"Universitätsverlag Hildesheim";"978-3-96424"
"26943";"NHÀ XUẤT BẢN HỒNG ĐỨC";"Hong Duc Publishing House, Hanoi Vietnam";"978-604-89"
"26944";"Quodlibet";"Quodlibet";"978-88-229"
"26945";"Diamond Congress Ltd.";"Diamond Congress Ltd.";"978-615-527"
"26946";"University of New Mexico Press (UNM Press)";"University of New Mexico Press (UNM Press)";"978-0-8263"
"26947";"Quintus";"Quintus";"978-3-947215"
"26948";"University of Manitoba Press (UMP)";"University of Manitoba Press (UMP)";"978-0-88755"
"26949";"Louisiana State University Press (LSU Press)";"Louisiana State University Press (LSU Press)";"978-0-8071"
"26950";"Albatros Ediciones - Serie Palabras de América";"Albatros Ediciones";"978-84-7274"
"26951";"New Academia Publishing (NAP)";"New Academia Publishing (NAP)";"978-0-97449"
"26952";"Latin America Research Commons (LARC)";"Latin America Research Commons (LARC)";"978-1-7340289"
"26953";"Cistercian Publications";"Cistercian Publications";"978-87-907"
"26954";"International Society for the Study of Argumentation";"International Society for the Study of Argumentation";"978-90-903"
"26955";"InSEA Publications";"InSEA Publications";"978-989"
"26956";"Diamond Congress";"Diamond Congress";"978-615-5270"
"26957";"Karnov Group Norway AS";"Karnov Group Norway AS";"978-82-938"
"26958";"Tirant Lo Blanch Grupo Editorial";"Tirant Lo Blanch Grupo Editorial";"978-84-1313"
"26959";"Lacito Publications";"Lacito Publications";"978-2-49076"
"26960";"Exon Publications";"Exon Publications";"978-0-646"
"26961";"Ariadna Ediciones";"Ariadna Ediciones";"978-956-6095, 978-956-8416"
"26962";"Gebr. Mann Verlag";"Gebr. Mann Verlag";"978-3-7861"
"26963";"Westend Verlag";"Westend Publishing House";"978-3-86489"
"26964";"Hentrich & Hentrich";"Hentrich & Hentrich";"978-3-95565"
"26966";"Mattering Press";"Mattering Press";"978-1-912729"
"26967";"Multifoco";"Multifoco";"978-6599, 978-85-6062"
"26968";"Biblioteca Nacional de Portugal";"National Library of Portugal";"978-972-565"
"26969";"Institutet för Pentekostala Studier (IPS) Network";"IPS Network";"978-91-979"
"26970";"Bielefeld University Press (BiUP)";"Bielefeld University Press (BiUP)";"978-3-8376"
"26971";"Irish Manuscripts Commission";"Irish Manuscripts Commission";"978-1-906865"
"26972";"University of Tübingen Press";"University of Tübingen Press";"978-3-947251"
"26973";"GITO";"GITO";"978-3-95545"
"26974";"Stair Society";"Stair Society";"978-1-872517"
"26975";"HL-senteret";"The Norwegian Center for Holocaust and Minority Studies";"978-82-9298"
"26976";"Neofelis Verlag";"Neofelis Verlag";"978-3-95808"
"26977";"Verlag Empirische Pädagogik (VEP)";"Verlag Empirische Pädagogik (VEP)";"978-3-944996"
"26978";"eurau ALICANTE";"eurau ALICANTE RETROACTIVE RESEARCH IN ARCHITECTURE";"978-84-1302"
"26979";"Diamond Scientific Publishing";"Diamond Scientific Publishing";"978-609-485"
"26980";"Grupo Editorial Sial Pigmalión";"Grupo Editorial Sial Pigmalión";"978-84-18333"
"26981";"Book Publisher International";"Book Publisher International";"978-93"
"26982";"European Convention for Constructional Steelwork (ECCS)";"European Convention for Constructional Steelwork (ECCS)";"978-92-9147"
"26983";"Emil";"Emil";"978-88-6680"
"26984";"British Institute of Archaeology at Ankara (BIAA)";"British Institute of Archaeology at Ankara (BIAA)";"978-1-898"
"26985";"Æ Academic Publishing";"Æ Academic Publishing";"978-1-68346"
"26986";"Časnik Finance";"Finance Business Daily";"978-961"
"26987";"Performance Research Books";"Performance Research Books";"978-1-906499"
"26988";"Deep Foundations Institute (DFI)";"Deep Foundations Institute (DFI)";"978-0-976322"
"26989";"Shangwu Yinshuguan (商务印书馆)";"The Commercial Press";"978-7-100"
"26990";"Editora da Universidade Federal de Roraima (UFRR)";"Editora da Universidade Federal de Roraima (UFRR)";"978-85-86"
"26991";"Eksistensen Akademisk";"Eksistensen Akademisk";"978-87-410"
"26992";"Dar al-Kotob al-Ilmiyah";"Dar al-Kotob al-Ilmiyah";"978-2-7451"
"26993";"Freie Universität Berlin";"Freie Universität Berlin";"978-3-96110"
"26994";"Energy Proceedings";"Energy Proceedings";"978-91-985634"
"26995";"HM Studies and Publishing";"HM Studies and Publishing";"978-9963"
"26996";"Trivent Publishing";"Trivent Publishing";"978-615"
"26997";"Verlag der Technischen Universität Graz";"TU Graz University Press";"978-3-85125"
"26998";"Edizioni Ca’ Foscari - Digital Publishing, Fondazione Università Ca’ Foscari";"Edizioni Ca’ Foscari - Digital Publishing, Fondazione Università Ca’ Foscari";"978-88-6969"
"26999";"University of Bamberg Press (UBP)";"University of Bamberg Press (UBP)";"978-3-86309"
"27999";"BAR Publishing";"BAR Publishing";"978-0-86054, 978-0-904531, 978-1-4073"
"28000";"Instituto de Estudos Medievais (IEM), Universidade Nova de Lisboa FCSH";"Instituto de Estudos Medievais (IEM), Universidade Nova de Lisboa FCSH";"978-989-54529"
"28001";"Association for Mathematics Education of South Africa (AMESA)";"Association for Mathematics Education of South Africa (AMESA)";"978-0-6207"
"28002";"Scrivener Publishing";"Scrivener Publishing";"978-11"
"28003";"Fjellhaug Internasjonale Høgskole";"Fjellhaug International University College";"978-82-9191"
"28004";"انتشارات مؤسسه پژوهشی تاریخ ادبیات کودکان";"The Institute for Research on History of Children's Literature";"978-6"
"28005";"Ediciones Universidad de Salamanca";"Ediciones Universidad de Salamanca";"978-84-1311"
"28006";"Pali Text Society";"Pali Text Society";"978-0-86013"
"28007";"Fondo de Cultura Económica";"Fondo de Cultura Económica";"978-607-16"
"28008";"PFAU-Verlag";"PFAU-Verlag";"978-3-89727"
"28009";"AFRHC - Association française de recherche sur l'histoire du cinéma";"AFRHC - Association française de recherche sur l'histoire du cinéma";"978-2-37029"
"28010";"Proceedings of Joint Conference on AI Music Creativity (CSMC + MuMe)";"Proceedings of Joint Conference on AI Music Creativity (CSMC + MuMe)";"978-1-7334041"
"28011";"Universitätsverlag Kiel";"Kiel University Publishing";"978-3-928794"
"28012";"Carola Hartmann Miles Verlag";"Miles Verlag";"978-3-396776"
"28013";"North American and Arctic Defence and Security Network";"North American and Arctic Defence and Security Network";"978-1-989811"
"28014";"Centro Italiano per gli Studi Storico-Geografici (CISGE)";"Centro Italiano per gli Studi Storico-Geografici (CISGE)";"978-88-940516"
"28015";"Gramma Editora";"Gramma Editora";"978-65"
"28016";"INDIS Planning, design, construction and building renewal";"INDIS Planning, design, construction and building renewal";"978-86-6022"
"28017";"Ediciones UC";"Ediciones UC";"978-956-14"
